"Daily Date","Share Code","Year High (GH¢)","Year Low (GH¢)","Previous Closing Price - VWAP (GH¢)","Opening Price (GH¢)","Last Transaction Price (GH¢)","Closing Price - VWAP (GH¢)","Price Change (GH¢)","Closing Bid Price (GH¢)","Closing Offer Price (GH¢)","Total Shares Traded","Total Value Traded (GH¢)"
"30/06/2026","GCB","52.00","20.11","40.00","40.00","40.00","40.00","0.00","40.00","42.00","12,198","487,920.00"
"30/06/2026","GGBL","16.50","6.60","11.99","11.99","11.99","11.99","0.00","","11.98","0","0.00"
"30/06/2026","GOIL","8.01","2.96","7.50","7.50","7.50","7.50","0.00","7.40","7.50","1,992","14,940.00"
"30/06/2026","KASA","2.30","1.20","1.88","1.88","1.88","1.88","0.00","1.88","1.90","862,853","1,621,400.04"
"30/06/2026","MAC","5.20","5.20","5.20","5.20","5.20","5.20","0.00","5.20","","10","52.00"
"30/06/2026","MTNGH","6.80","4.20","6.44","6.44","6.40","6.41","-0.03","6.20","6.40","690,773","4,425,912.48"
"30/06/2026","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","","","0","0.00"
"30/06/2026","RBGH","5.58","1.30","4.39","4.39","4.37","4.39","0.00","4.00","4.37","44,543","195,541.83"
"30/06/2026","SCB","79.41","29.22","71.00","71.00","71.00","71.00","0.00","","71.00","120","8,520.00"
"30/06/2026","SIC","6.09","1.20","6.02","6.02","6.00","6.01","-0.01","6.00","6.02","17,112","102,944.85"
"30/06/2026","SOGEGH","11.51","4.49","6.80","6.80","6.81","6.81","0.01","6.81","6.85","2,227","15,157.95"
"30/06/2026","TBL","1.20","1.20","1.20","1.20","1.20","1.20","0.00","1.32","","0","0.00"
"30/06/2026","TOTAL","40.30","32.91","36.00","36.00","39.59","39.60","3.60","36.00","39.59","9,944","393,449.77"
"30/06/2026","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","13.11","0","0.00"
"30/06/2026","UNIL","30.00","19.79","29.50","29.50","29.50","29.50","0.00","29.50","","59","1,740.50"
"30/06/2026","ZEN","12.61","5.00","10.99","10.99","10.99","10.99","0.00","10.99","","29","318.71"
"30/06/2026","AADS","0.42","0.42","0.42","0.42","0.42","0.42","0.00","0.46","","0","0.00"
"30/06/2026","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","","0","0.00"
"30/06/2026","GLD","533.93","466.72","462.00","462.00","462.00","462.00","0.00","462.00","","1","462.00"
"30/06/2026","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.55","","0","0.00"
"30/06/2026","MMH","0.11","0.10","0.11","0.11","0.11","0.11","0.00","0.11","","3","0.33"
"30/06/2026","HORDS","0.11","0.09","0.11","0.11","0.11","0.11","0.00","0.11","","90","9.90"
"30/06/2026","IIL","0.18","0.05","0.17","0.17","0.18","0.18","0.01","0.18","","5,004","900.72"
"30/06/2026","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.09","","0","0.00"
"29/06/2026","ACCESS","46.64","16.20","31.90","31.90","31.90","31.90","0.00","31.90","35.05","290","9,251.00"
"29/06/2026","ADB","5.30","5.06","5.30","5.30","5.30","5.30","0.00","5.30","","1","5.30"
"29/06/2026","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","40.70","","0","0.00"
"29/06/2026","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0","0.00"
"29/06/2026","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","","1","8.89"
"29/06/2026","ALLGH","8.46","6.12","8.46","8.46","8.46","8.46","0.00","","8.46","610","5,160.60"
"29/06/2026","BOPP","100.00","55.82","79.99","79.99","79.98","79.99","0.00","79.99","","680","54,393.00"
"29/06/2026","CAL","0.94","0.61","0.81","0.81","0.80","0.78","-0.03","0.75","0.80","208,047","163,876.87"
"29/06/2026","CLYD","2.95","0.46","2.95","2.95","2.95","2.95","0.00","3.24","","0","0.00"
"29/06/2026","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","","0","0.00"
"29/06/2026","CPC","0.13","0.05","0.13","0.13","0.13","0.13","0.00","0.14","","0","0.00"
"29/06/2026","DASPHARMA","0.41","0.38","0.41","0.41","0.41","0.41","0.00","0.44","","0","0.00"
"29/06/2026","EGH","57.00","25.00","33.67","33.67","33.67","33.67","0.00","31.00","33.67","2,817","94,848.39"
"29/06/2026","EGL","12.16","3.48","10.05","10.05","10.05","10.05","0.00","10.05","","1,669","16,773.45"
"29/06/2026","ETI","2.82","0.76","2.27","2.27","2.27","2.27","0.00","","2.27","27,068","61,444.36"
"29/06/2026","FML","16.35","8.00","13.34","13.34","13.34","13.34","0.00","","13.34","3,561","47,503.74"
"29/06/2026","FAB","8.40","7.71","8.40","8.40","8.40","8.40","0.00","8.40","","0","0.00"
"29/06/2026","GCB","52.00","20.11","39.00","39.00","40.00","40.00","1.00","40.00","","5,493","219,227.00"
"29/06/2026","GGBL","16.50","6.60","11.99","11.99","11.99","11.99","0.00","","11.97","107","1,282.41"
"29/06/2026","GOIL","8.01","2.96","7.50","7.50","7.50","7.50","0.00","","7.50","8,577","64,327.50"
"29/06/2026","KASA","2.30","1.20","1.99","1.99","1.90","1.88","-0.11","1.85","1.90","1,406,198","2,660,339.47"
"29/06/2026","MAC","5.20","5.20","5.20","5.20","5.20","5.20","0.00","5.20","","0","0.00"
"29/06/2026","MTNGH","6.80","4.20","6.46","6.46","6.45","6.44","-0.02","6.40","6.45","488,690","3,148,678.90"
"29/06/2026","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","","","0","0.00"
"29/06/2026","RBGH","5.58","1.30","4.39","4.39","4.39","4.39","0.00","","4.35","0","0.00"
"29/06/2026","SCB","79.41","29.22","71.00","71.00","71.00","71.00","0.00","","71.00","308","21,868.00"
"29/06/2026","SIC","6.09","1.20","6.03","6.03","6.02","6.02","-0.01","","6.02","16,788","101,077.24"
"29/06/2026","SOGEGH","11.51","4.49","6.80","6.80","6.80","6.80","0.00","6.80","6.75","2,713","18,448.40"
"29/06/2026","TBL","1.20","1.20","1.20","1.20","1.20","1.20","0.00","1.32","","0","0.00"
"29/06/2026","TOTAL","40.30","32.91","36.00","36.00","36.00","36.00","0.00","","36.00","776","27,936.00"
"29/06/2026","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","","8","95.36"
"29/06/2026","UNIL","30.00","19.79","29.50","29.50","29.50","29.50","0.00","29.50","","888","26,196.00"
"29/06/2026","ZEN","12.61","5.00","10.99","10.99","10.99","10.99","0.00","10.99","","182","2,000.18"
"29/06/2026","AADS","0.42","0.42","0.42","0.42","0.42","0.42","0.00","0.46","","0","0.00"
"29/06/2026","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","","0","0.00"
"29/06/2026","GLD","533.93","466.72","462.00","462.00","462.00","462.00","0.00","462.00","","6","2,772.00"
"29/06/2026","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.55","","0","0.00"
"29/06/2026","MMH","0.11","0.10","0.11","0.11","0.11","0.11","0.00","0.11","","3","0.33"
"29/06/2026","HORDS","0.11","0.09","0.11","0.11","0.11","0.11","0.00","0.11","","1,946","214.06"
"29/06/2026","IIL","0.17","0.05","0.16","0.16","0.17","0.17","0.01","0.17","","1,250,339","212,557.63"
"29/06/2026","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.09","","0","0.00"
