"Daily Date","Share Code","Year High (GH¢)","Year Low (GH¢)","Previous Closing Price - VWAP (GH¢)","Opening Price (GH¢)","Last Transaction Price (GH¢)","Closing Price - VWAP (GH¢)","Price Change (GH¢)","Closing Bid Price (GH¢)","Closing Offer Price (GH¢)","Total Shares Traded","Total Value Traded (GH¢)"
"30/12/2021","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0","","","0.0000","0.0000"
"30/12/2021","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0","","","0.0000","0.0000"
"30/12/2021","ALW","0.11","0.10","0.10","0.10","0.10","0.10","0","","0.10","0.0000","0.0000"
"30/12/2021","BOPP","6.65","2.00","6.65","6.65","6.65","6.65","0","","6.65","0.0000","0.0000"
"30/12/2021","CAL","0.87","0.60","0.87","0.87","0.87","0.87","0","0.80","0.87","10382.0000","9032.3400"
"30/12/2021","CLYD","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.0000","0.0000"
"30/12/2021","CMLT","0.11","0.11","0.11","0.11","0.11","0.11","0","","0.11","0.0000","0.0000"
"30/12/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.0000","0.0000"
"30/12/2021","DASPHARMA","0.40","0.40","0.40","0.40","0.40","0.40","0","","0.40","0.0000","0.0000"
"30/12/2021","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0","","0.09","0.0000","0.0000"
"30/12/2021","EGH","7.81","7.00","7.60","7.60","7.60","7.60","0","","7.60","0.0000","0.0000"
"30/12/2021","EGL","2.79","1.40","2.79","2.79","2.79","2.79","0","","3.00","0.0000","0.0000"
"30/12/2021","ETI","0.14","0.05","0.14","0.14","0.14","0.14","0","","0.15","13964.0000","1954.9600"
"30/12/2021","FML","5.14","1.08","4.00","4.00","4.00","4.00","0","","4.00","172.0000","688.0000"
"30/12/2021","GCB","5.40","4.05","5.24","5.24","5.24","5.24","0","","5.24","5.0000","26.2000"
"30/12/2021","GGBL","1.81","0.90","1.80","1.80","1.80","1.80","0","","1.80","600.0000","1080.0000"
"30/12/2021","GLD","108.60","97.30","108.60","108.60","108.60","108.60","0","","","0.0000","0.0000"
"30/12/2021","GOIL","1.82","1.50","1.82","1.82","1.82","1.82","0","1.82","","0.0000","0.0000"
"30/12/2021","GSR","9.50","9.50","9.50","9.50","9.50","9.50","0","","","0.0000","0.0000"
"30/12/2021","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0","","","0.0000","0.0000"
"30/12/2021","IIL","0.05","0.05","0.05","0.05","0.05","0.05","0","","0.05","2000.0000","100.0000"
"30/12/2021","MAC","5.98","5.39","5.39","5.39","5.39","5.39","0","","","0.0000","0.0000"
"30/12/2021","MMH","0.11","0.11","0.11","0.11","0.11","0.11","0","","","0.0000","0.0000"
"30/12/2021","MTNGH","1.33","0.64","1.13","1.13","1.12","1.12","-0.01","1.10","1.12","3273.0000","3668.7800"
"30/12/2021","PBC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.0000","0.0000"
"30/12/2021","POP","0.65","0.60","0.65","0.65","0.65","0.65","0","","","0.0000","0.0000"
"30/12/2021","RBGH","0.60","0.41","0.60","0.60","0.60","0.60","0","","","0.0000","0.0000"
"30/12/2021","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0","","","0.0000","0.0000"
"30/12/2021","SCB","20.35","16.31","20.30","20.30","20.30","20.30","0","","20.30","0.0000","0.0000"
"30/12/2021","SCB PREF","0.90","0.87","0.90","0.90","0.90","0.90","0","","0.90","0.0000","0.0000"
"30/12/2021","SIC","0.08","0.07","0.08","0.08","0.08","0.08","0","0.08","","0.0000","0.0000"
"30/12/2021","SOGEGH","1.25","0.64","1.20","1.20","1.20","1.20","0","1.20","","3842.0000","4610.4000"
"30/12/2021","SWL","0.05","0.05","0.05","0.05","0.05","0.05","0","","","0.0000","0.0000"
"30/12/2021","TBL","0.34","0.34","0.34","0.34","0.34","0.34","0","0.35","","0.0000","0.0000"
"30/12/2021","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0","","11.92","0.0000","0.0000"
"30/12/2021","TOTAL","5.52","2.83","5.48","5.48","5.02","5.02","-0.46","5.02","5.48","7644.0000","38448.8800"
"30/12/2021","UNIL","8.29","2.00","5.89","5.89","5.89","5.89","0","","5.89","0.0000","0.0000"
"29/12/2021","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0","","","0.0000","0.0000"
"29/12/2021","ACCESS","4.39","3.15","3.15","3.15","3.15","3.15","0","","3.15","0.0000","0.0000"
"29/12/2021","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0","","","0.0000","0.0000"
"29/12/2021","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0","","","0.0000","0.0000"
"29/12/2021","ALW","0.11","0.10","0.10","0.10","0.10","0.10","0","","0.10","0.0000","0.0000"
"29/12/2021","BOPP","6.65","2.00","6.65","6.65","6.65","6.65","0","","6.65","0.0000","0.0000"
"29/12/2021","CAL","0.87","0.60","0.87","0.87","0.87","0.87","0","0.87","","400.0000","348.0000"
"29/12/2021","CLYD","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.0000","0.0000"
"29/12/2021","CMLT","0.11","0.11","0.11","0.11","0.11","0.11","0","","0.11","0.0000","0.0000"
"29/12/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.0000","0.0000"
"29/12/2021","DASPHARMA","0.40","0.40","0.40","0.40","0.40","0.40","0","","0.40","0.0000","0.0000"
"29/12/2021","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0","","0.09","0.0000","0.0000"
"29/12/2021","EGH","7.81","7.00","7.60","7.60","7.60","7.60","0","","7.60","0.0000","0.0000"
"29/12/2021","EGL","2.79","1.40","2.79","2.79","2.79","2.79","0","2.79","3.00","100.0000","279.0000"
"29/12/2021","ETI","0.14","0.05","0.14","0.14","0.14","0.14","0","","0.14","13102.0000","1834.2800"
"29/12/2021","FML","5.14","1.08","4.00","4.00","4.00","4.00","0","","4.00","275861.0000","1103444.0000"
"29/12/2021","GCB","5.40","4.05","5.24","5.24","5.24","5.24","0","","5.24","50800.0000","266192.0000"
"29/12/2021","GGBL","1.81","0.90","1.80","1.80","1.80","1.80","0","","1.98","0.0000","0.0000"
"29/12/2021","GLD","108.60","97.30","108.60","108.60","108.60","108.60","0","","","0.0000","0.0000"
"29/12/2021","GOIL","1.82","1.50","1.82","1.82","1.82","1.82","0","1.82","","0.0000","0.0000"
"29/12/2021","GSR","9.50","9.50","9.50","9.50","9.50","9.50","0","","","0.0000","0.0000"
"29/12/2021","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0","","","0.0000","0.0000"
"29/12/2021","IIL","0.05","0.05","0.05","0.05","0.05","0.05","0","","0.05","0.0000","0.0000"
"29/12/2021","MAC","5.98","5.39","5.39","5.39","5.39","5.39","0","","","0.0000","0.0000"
"29/12/2021","MMH","0.11","0.11","0.11","0.11","0.11","0.11","0","","","0.0000","0.0000"
"29/12/2021","MTNGH","1.33","0.64","1.13","1.13","1.13","1.13","0","","1.12","4313163.0000","4873815.8900"
"29/12/2021","PBC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.0000","0.0000"
"29/12/2021","POP","0.65","0.60","0.65","0.65","0.65","0.65","0","","","0.0000","0.0000"
"29/12/2021","RBGH","0.60","0.41","0.60","0.60","0.60","0.60","0","0.60","","0.0000","0.0000"
"29/12/2021","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0","","","0.0000","0.0000"
"29/12/2021","SCB","20.35","16.31","20.30","20.30","20.30","20.30","0","","20.30","0.0000","0.0000"
"29/12/2021","SCB PREF","0.90","0.87","0.90","0.90","0.90","0.90","0","","","0.0000","0.0000"
"29/12/2021","SIC","0.08","0.07","0.08","0.08","0.08","0.08","0","0.08","","0.0000","0.0000"
"29/12/2021","SOGEGH","1.25","0.64","1.20","1.20","1.20","1.20","0","1.20","","205567.0000","246680.4000"
"29/12/2021","SWL","0.05","0.05","0.05","0.05","0.05","0.05","0","","","0.0000","0.0000"
"29/12/2021","TBL","0.34","0.34","0.34","0.34","0.34","0.34","0","0.35","","0.0000","0.0000"
"29/12/2021","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0","","11.92","0.0000","0.0000"
"29/12/2021","TOTAL","5.52","2.83","5.48","5.48","5.48","5.48","0","5.02","5.48","0.0000","0.0000"
"29/12/2021","UNIL","8.29","2.00","5.89","5.89","5.89","5.89","0","","5.89","0.0000","0.0000"
"24/12/2021","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0","","","274.0000","112.3400"
"24/12/2021","ACCESS","4.39","3.15","3.15","3.15","3.15","3.15","0","","3.15","0.0000","0.0000"
"24/12/2021","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0","","","0.0000","0.0000"
"24/12/2021","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0","","","0.0000","0.0000"
"24/12/2021","ALW","0.11","0.10","0.10","0.10","0.10","0.10","0","","0.10","0.0000","0.0000"
"24/12/2021","BOPP","6.65","2.00","6.65","6.65","6.65","6.65","0","","6.65","0.0000","0.0000"
"24/12/2021","CAL","0.87","0.60","0.87","0.87","0.87","0.87","0","0.80","0.87","53977.0000","46959.9900"
"24/12/2021","CLYD","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.0000","0.0000"
"24/12/2021","CMLT","0.11","0.11","0.11","0.11","0.11","0.11","0","","0.11","0.0000","0.0000"
"24/12/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.0000","0.0000"
"24/12/2021","DASPHARMA","0.40","0.40","0.40","0.40","0.40","0.40","0","","0.40","0.0000","0.0000"
"24/12/2021","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0","","0.09","0.0000","0.0000"
"24/12/2021","EGH","7.81","7.00","7.60","7.60","7.60","7.60","0","","7.60","1200.0000","9120.0000"
"24/12/2021","EGL","2.79","1.40","2.66","2.66","2.80","2.79","0.13","2.78","","313503.0000","874224.6800"
"24/12/2021","ETI","0.14","0.05","0.13","0.13","0.14","0.14","0.01","0.14","","31600.0000","4424.0000"
"24/12/2021","FML","5.14","1.08","4.00","4.00","4.00","4.00","0","","4.00","234.0000","936.0000"
"24/12/2021","GCB","5.40","4.05","5.25","5.25","5.24","5.24","-0.01","","5.24","145076.0000","760198.2400"
"24/12/2021","GGBL","1.81","0.90","1.80","1.80","1.80","1.80","0","","1.80","0.0000","0.0000"
"24/12/2021","GLD","108.60","97.30","108.60","108.60","108.60","108.60","0","","","0.0000","0.0000"
"24/12/2021","GOIL","1.82","1.50","1.82","1.82","1.82","1.82","0","","","3325.0000","6051.5000"
"24/12/2021","GSR","9.50","9.50","9.50","9.50","9.50","9.50","0","","","0.0000","0.0000"
"24/12/2021","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0","","","0.0000","0.0000"
"24/12/2021","IIL","0.05","0.05","0.05","0.05","0.05","0.05","0","","0.05","0.0000","0.0000"
"24/12/2021","MAC","5.98","5.39","5.39","5.39","5.39","5.39","0","","","0.0000","0.0000"
"24/12/2021","MMH","0.11","0.11","0.11","0.11","0.11","0.11","0","","","0.0000","0.0000"
"24/12/2021","MTNGH","1.33","0.64","1.13","1.13","1.13","1.13","0","","1.12","9839.0000","11098.9100"
"24/12/2021","PBC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.0000","0.0000"
"24/12/2021","POP","0.65","0.60","0.65","0.65","0.65","0.65","0","","","0.0000","0.0000"
"24/12/2021","RBGH","0.60","0.41","0.60","0.60","0.60","0.60","0","0.60","","0.0000","0.0000"
"24/12/2021","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0","","","0.0000","0.0000"
"24/12/2021","SCB","20.35","16.31","20.30","20.30","20.30","20.30","0","","","637.0000","12931.1000"
"24/12/2021","SCB PREF","0.90","0.87","0.90","0.90","0.90","0.90","0","","0.90","216.0000","194.4000"
"24/12/2021","SIC","0.08","0.07","0.08","0.08","0.08","0.08","0","0.08","","1800.0000","144.0000"
"24/12/2021","SOGEGH","1.25","0.64","1.20","1.20","1.20","1.20","0","1.20","","0.0000","0.0000"
"24/12/2021","SWL","0.05","0.05","0.05","0.05","0.05","0.05","0","","","0.0000","0.0000"
"24/12/2021","TBL","0.34","0.34","0.34","0.34","0.34","0.34","0","0.35","","0.0000","0.0000"
"24/12/2021","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0","","11.92","0.0000","0.0000"
"24/12/2021","TOTAL","5.52","2.83","5.48","5.48","5.48","5.48","0","5.02","5.48","0.0000","0.0000"
"24/12/2021","UNIL","8.29","2.00","5.89","5.89","5.89","5.89","0","","5.89","0.0000","0.0000"
"23/12/2021","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0","","0.41","9.0000","3.6900"
"23/12/2021","ACCESS","4.39","3.15","3.15","3.15","3.15","3.15","0","","3.15","0.0000","0.0000"
"23/12/2021","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0","","","0.0000","0.0000"
"23/12/2021","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0","","","0.0000","0.0000"
"23/12/2021","ALW","0.11","0.10","0.10","0.10","0.10","0.10","0","","","0.0000","0.0000"
"23/12/2021","BOPP","6.65","2.00","6.65","6.65","6.65","6.65","0","","6.65","0.0000","0.0000"
"23/12/2021","CAL","0.87","0.60","0.87","0.87","0.87","0.87","0","0.87","0.90","0.0000","0.0000"
"23/12/2021","CLYD","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.0000","0.0000"
"23/12/2021","CMLT","0.11","0.11","0.11","0.11","0.11","0.11","0","","0.11","0.0000","0.0000"
"23/12/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.0000","0.0000"
"23/12/2021","DASPHARMA","0.40","0.40","0.40","0.40","0.40","0.40","0","","0.40","0.0000","0.0000"
"23/12/2021","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0","","0.09","0.0000","0.0000"
"23/12/2021","EGH","7.81","7.00","7.60","7.60","7.60","7.60","0","","","0.0000","0.0000"
"23/12/2021","EGL","2.66","1.40","2.53","2.53","2.66","2.66","0.13","","2.66","49479.0000","131614.1400"
"23/12/2021","ETI","0.13","0.05","0.12","0.12","0.13","0.13","0.01","0.13","","50000.0000","6500.0000"
"23/12/2021","FML","5.14","1.08","4.00","4.00","4.00","4.00","0","","","124632.0000","498528.0000"
"23/12/2021","GCB","5.40","4.05","5.25","5.25","5.25","5.25","0","","5.25","0.0000","0.0000"
"23/12/2021","GGBL","1.81","0.90","1.80","1.80","1.80","1.80","0","","","0.0000","0.0000"
"23/12/2021","GLD","108.60","97.30","108.60","108.60","108.60","108.60","0","","","0.0000","0.0000"
"23/12/2021","GOIL","1.82","1.50","1.82","1.82","1.82","1.82","0","1.82","","0.0000","0.0000"
"23/12/2021","GSR","9.50","9.50","9.50","9.50","9.50","9.50","0","","","0.0000","0.0000"
"23/12/2021","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0","","","0.0000","0.0000"
"23/12/2021","IIL","0.05","0.05","0.05","0.05","0.05","0.05","0","","0.05","0.0000","0.0000"
"23/12/2021","MAC","5.98","5.39","5.39","5.39","5.39","5.39","0","","","0.0000","0.0000"
"23/12/2021","MMH","0.11","0.11","0.11","0.11","0.11","0.11","0","","","0.0000","0.0000"
"23/12/2021","MTNGH","1.33","0.64","1.13","1.13","1.13","1.13","0","1.08","1.12","3003700.0000","3394171.0000"
"23/12/2021","PBC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","0.0000","0.0000"
"23/12/2021","POP","0.65","0.60","0.65","0.65","0.65","0.65","0","","","0.0000","0.0000"
"23/12/2021","RBGH","0.60","0.41","0.60","0.60","0.60","0.60","0","0.60","0.65","0.0000","0.0000"
"23/12/2021","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0","","","0.0000","0.0000"
"23/12/2021","SCB","20.35","16.31","20.30","20.30","20.30","20.30","0","20.30","","2437.0000","49471.1000"
"23/12/2021","SCB PREF","0.90","0.87","0.90","0.90","0.90","0.90","0","","0.90","0.0000","0.0000"
"23/12/2021","SIC","0.08","0.07","0.08","0.08","0.08","0.08","0","0.08","","0.0000","0.0000"
"23/12/2021","SOGEGH","1.25","0.64","1.18","1.18","1.20","1.20","0.02","1.18","1.20","69198.0000","83027.5000"
"23/12/2021","SWL","0.05","0.05","0.05","0.05","0.05","0.05","0","","","0.0000","0.0000"
"23/12/2021","TBL","0.34","0.34","0.34","0.34","0.34","0.34","0","0.35","","0.0000","0.0000"
"23/12/2021","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0","","11.92","0.0000","0.0000"
"23/12/2021","TOTAL","5.52","2.83","5.48","5.48","5.48","5.48","0","5.02","5.48","0.0000","0.0000"
"23/12/2021","UNIL","8.29","2.00","5.89","5.89","5.89","5.89","0","","5.89","0.0000","0.0000"
"22/12/2021","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0","","0.41","0.0000","0.0000"
"22/12/2021","ACCESS","4.39","3.15","3.15","3.15","3.15","3.15","0","","3.15","0.0000","0.0000"
"22/12/2021","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0","","","0.0000","0.0000"
"22/12/2021","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0","","","0.0000","0.0000"
"22/12/2021","ALW","0.11","0.10","0.10","0.10","0.10","0.10","0","","","0.0000","0.0000"
"22/12/2021","BOPP","6.65","2.00","6.65","6.65","6.65","6.65","0","","6.65","0.0000","0.0000"
"22/12/2021","CAL","0.87","0.60","0.87","0.87","0.87","0.87","0","0.87","0.90","600.0000","522.0000"
"22/12/2021","CLYD","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","100.0000","3.0000"
"22/12/2021","CMLT","0.11","0.11","0.11","0.11","0.11","0.11","0","","0.11","0.0000","0.0000"
"22/12/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.0000","0.0000"
"22/12/2021","DASPHARMA","0.40","0.40","0.40","0.40","0.40","0.40","0","","0.40","0.0000","0.0000"
"22/12/2021","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0","","0.09","0.0000","0.0000"
"22/12/2021","EGH","7.81","7.00","7.60","7.60","7.60","7.60","0","","7.60","188.0000","1428.8000"
"22/12/2021","EGL","2.54","1.40","2.53","2.53","2.53","2.53","0","2.53","","0.0000","0.0000"
"22/12/2021","ETI","0.12","0.05","0.11","0.11","0.12","0.12","0.01","0.12","","30000.0000","3600.0000"
"22/12/2021","FML","5.14","1.08","4.00","4.00","4.00","4.00","0","","4.00","0.0000","0.0000"
"22/12/2021","GCB","5.40","4.05","5.25","5.25","5.25","5.25","0","","5.25","1504.0000","7896.0000"
"22/12/2021","GGBL","1.81","0.90","1.80","1.80","1.80","1.80","0","","1.80","40.0000","72.0000"
"22/12/2021","GLD","108.60","97.30","108.60","108.60","108.60","108.60","0","","","0.0000","0.0000"
"22/12/2021","GOIL","1.82","1.50","1.82","1.82","1.82","1.82","0","1.82","","0.0000","0.0000"
"22/12/2021","GSR","9.50","9.50","9.50","9.50","9.50","9.50","0","","","0.0000","0.0000"
"22/12/2021","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0","","","0.0000","0.0000"
"22/12/2021","IIL","0.05","0.05","0.05","0.05","0.05","0.05","0","","0.05","0.0000","0.0000"
"22/12/2021","MAC","5.98","5.39","5.39","5.39","5.39","5.39","0","","","0.0000","0.0000"
"22/12/2021","MMH","0.11","0.11","0.11","0.11","0.11","0.11","0","","","0.0000","0.0000"
"22/12/2021","MTNGH","1.33","0.64","1.16","1.16","1.13","1.13","-0.03","1.08","1.15","797169.0000","900806.2700"
"22/12/2021","PBC","0.03","0.03","0.03","0.03","0.03","0.03","0","","0.03","3900.0000","117.0000"
"22/12/2021","POP","0.65","0.60","0.65","0.65","0.65","0.65","0","","","0.0000","0.0000"
"22/12/2021","RBGH","0.60","0.41","0.60","0.60","0.60","0.60","0","0.60","0.65","0.0000","0.0000"
"22/12/2021","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0","","","0.0000","0.0000"
"22/12/2021","SCB","20.35","16.31","20.30","20.30","20.30","20.30","0","20.30","","200.0000","4060.0000"
"22/12/2021","SCB PREF","0.90","0.87","0.90","0.90","0.90","0.90","0","","0.90","50.0000","45.0000"
"22/12/2021","SIC","0.08","0.07","0.08","0.08","0.08","0.08","0","0.08","","0.0000","0.0000"
"22/12/2021","SOGEGH","1.25","0.64","1.18","1.18","1.18","1.18","0","1.18","","888.0000","1047.8400"
"22/12/2021","SWL","0.05","0.05","0.05","0.05","0.05","0.05","0","","","0.0000","0.0000"
"22/12/2021","TBL","0.34","0.34","0.34","0.34","0.34","0.34","0","0.35","","0.0000","0.0000"
"22/12/2021","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0","","11.92","0.0000","0.0000"
"22/12/2021","TOTAL","5.52","2.83","5.48","5.48","5.48","5.48","0","5.02","5.48","2948.0000","16155.0400"
"22/12/2021","UNIL","8.29","2.00","5.89","5.89","5.89","5.89","0","","5.89","28.0000","164.9200"
"21/12/2021","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0","","0.41","0.0000","0.0000"
"21/12/2021","ACCESS","4.39","3.15","3.15","3.15","3.15","3.15","0","","3.15","0.0000","0.0000"
"21/12/2021","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0","","","0.0000","0.0000"
"21/12/2021","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0","","","0.0000","0.0000"
"21/12/2021","ALW","0.11","0.10","0.10","0.10","0.10","0.10","0","","","0.0000","0.0000"
"21/12/2021","BOPP","6.65","2.00","6.65","6.65","6.65","6.65","0","","6.65","54.0000","359.1000"
"21/12/2021","CAL","0.87","0.60","0.87","0.87","0.87","0.87","0","0.84","0.87","1727.0000","1502.4900"
"21/12/2021","CLYD","0.03","0.03","0.03","0.03","0.03","0.03","0","0.03","","0.0000","0.0000"
"21/12/2021","CMLT","0.11","0.11","0.11","0.11","0.11","0.11","0","","0.11","2617.0000","287.8700"
"21/12/2021","CPC","0.03","0.02","0.02","0.02","0.02","0.02","0","","","0.0000","0.0000"
"21/12/2021","DASPHARMA","0.40","0.40","0.40","0.40","0.40","0.40","0","","0.40","0.0000","0.0000"
"21/12/2021","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0","","0.09","0.0000","0.0000"
"21/12/2021","EGH","7.81","7.00","7.60","7.60","7.60","7.60","0","7.60","","1593.0000","12106.8000"
"21/12/2021","EGL","2.54","1.40","2.53","2.53","2.53","2.53","0","2.53","","5180.0000","13105.4000"
"21/12/2021","ETI","0.11","0.05","0.10","0.10","0.11","0.11","0.01","0.11","","27392.0000","3013.1200"
"21/12/2021","FML","5.14","1.08","4.00","4.00","4.00","4.00","0","4.00","","25.0000","100.0000"
"21/12/2021","GCB","5.40","4.05","5.25","5.25","5.25","5.25","0","","5.25","2060.0000","10815.0000"
